sep=,
2493.3,172.608644
2515.4,172.503223
2517.4,172.385588
2578.9,172.353210
2581.6,172.262412
2584.7,171.875725
2587.4,171.870713
2590.0,171.705518
2653.7,171.501741
2655.8,171.413405
2669.0,170.597882
2671.6,170.508480
2675.6,170.434395
2677.7,170.044719
2680.6,169.881761
2693.1,169.673438
2694.9,169.543454
2696.4,169.399140
2708.5,169.278185
2709.7,169.142951
2712.1,169.052242
2723.9,168.885904
2743.9,168.864675
2746.0,168.849033
2747.7,168.824851
2770.0,168.767718
2770.9,168.690168
2784.1,168.672122
2786.9,168.642820
2789.1,168.414630
2790.3,168.405265
2792.4,168.393537
2794.9,168.244182
2797.4,168.079750
2799.6,168.045762
2801.6,167.877300
2804.4,167.190849
2806.5,167.027036
2814.1,167.015721
2815.8,166.803126
2817.0,166.589412
2818.2,166.367888
2837.5,166.344389
2841.2,166.287796
2854.8,166.122492
2857.7,166.078765
2860.2,166.054797
2863.6,166.049216
2866.4,166.036623
2869.3,165.895043
2871.5,165.753955
2931.1,165.711178
2933.4,165.590337
2935.7,165.583821
2937.1,165.110814
2940.6,164.920504
2942.4,164.884245
2943.8,164.853626
3186.0,164.420538
3188.5,164.334788
3190.5,164.324661
3204.8,164.311656
3219.7,164.285937
3222.8,164.253506
3250.5,164.195088
3278.2,164.126470
3279.5,164.071795
3291.7,164.052007
3293.7,164.048997
3385.8,164.013187
3387.9,163.946900
3389.4,163.906488
3400.8,163.737155
3404.9,163.638496
3406.4,163.607956
3407.7,163.142260
3433.5,163.088990
3523.6,163.042021
3536.9,163.023775
3537.8,162.977399
3549.0,162.953222
3550.9,162.943400
3864.7,162.923803
3866.7,162.855857
3868.8,162.716875
3869.6,162.502614
3927.8,162.470210
3973.6,162.394171
3986.2,162.206572
3987.0,162.200293
3987.5,162.142134
3998.8,162.135151
4000.1,162.071540
4011.4,162.054455
4013.4,162.052816
4014.2,161.967621
4025.9,161.964670
4038.5,161.880526
4039.8,161.843328
4041.1,161.814801
4043.5,161.814401
4055.5,161.731777
4057.2,161.729007
4058.5,161.640404
4071.0,161.639534
4071.4,161.584687
4074.0,161.423646
4075.2,161.358153
4088.9,161.355109
4101.2,161.281739
4102.9,161.263764
4117.2,161.041087
4120.0,161.037813
4190.1,161.025106
4223.1,160.916062
4248.9,160.861905
4250.2,160.792893
4252.6,160.301871
4254.2,160.261702
4265.3,160.246057
4266.5,160.025636
4267.3,159.882215
4278.7,159.763078
4280.0,159.689676
4291.0,159.567686
4307.5,159.381857
4309.2,159.246370
4310.1,159.092911
4321.6,159.029141
4322.4,158.990360
4334.0,158.686098
4335.6,158.495095
4336.4,158.219749
4373.5,158.187975
4389.1,158.136988
4400.5,158.069213
4401.8,158.055131
4414.9,157.992956
4416.0,157.981415
4428.0,157.948199
4429.7,157.947050
4441.4,157.939901
4442.3,157.918495
4465.3,157.881832
4466.7,157.847404
5008.6,157.838367
5009.4,157.821152
5020.8,157.816659
5076.6,157.793010
5089.6,157.725488
5091.2,157.708969
5091.8,157.706782
5102.8,157.702754
5103.4,157.676544
5126.8,157.629420
5129.0,157.617651
7674.1,157.487584
7674.3,157.486946
7788.4,157.470995
7788.5,157.424960
7798.9,157.388061
7799.5,157.382255
7810.2,157.367145
7810.6,157.355715
7990.3,157.348919
8001.0,157.347876
8540.6,157.319414
8541.0,157.313004
8551.7,157.305444
9260.9,157.301950
12156.8,157.248413
12157.1,157.215610
12167.9,157.210111
12246.0,157.160802
12246.1,157.056150
12256.8,157.040439
12256.9,157.017848
12267.5,156.958842
12288.4,156.940371
12304.2,156.926404
12304.7,156.919905
12316.0,156.919455
12997.8,156.906272
12998.2,156.830821
13828.4,156.772929
