sep=,
771.0,289.192805
772.1,287.818244
773.0,287.145900
774.2,284.923607
775.3,284.808315
777.0,284.420223
778.4,283.941184
780.0,283.855802
781.3,283.687813
781.9,283.009287
782.8,281.516436
785.1,280.557039
796.9,280.539212
798.9,280.516714
800.9,279.102409
802.0,278.706515
803.6,278.251159
814.5,277.934949
816.5,277.859709
818.6,277.475221
821.5,277.467073
822.6,277.388568
824.4,276.743228
825.8,276.607445
827.2,276.147268
828.4,275.917064
829.6,275.751120
831.7,275.127637
835.3,273.761627
836.2,273.347959
837.7,273.074719
840.8,272.810047
841.9,272.761852
843.5,271.833883
845.7,271.466988
847.0,270.868526
848.9,270.857286
851.1,270.737203
854.3,270.682531
857.4,270.462179
870.3,270.234865
871.6,270.162229
872.3,269.884548
873.1,269.554626
885.0,268.946183
886.8,268.926466
887.9,268.828841
899.9,268.766443
901.8,268.133920
903.7,267.987640
906.0,267.551275
906.5,267.495228
908.7,267.221798
910.3,267.171132
913.8,267.008501
914.4,266.559358
916.4,266.483919
919.6,266.363197
921.2,266.075223
922.7,266.072133
924.2,266.059384
926.1,265.860364
929.4,265.618489
931.6,265.383535
932.6,265.376046
934.2,264.701062
935.9,264.614849
936.8,264.377372
938.5,263.977957
951.5,263.807628
953.5,263.661842
956.2,263.525131
957.5,263.328928
958.5,262.343474
960.3,261.822785
961.5,261.814172
964.1,261.676424
967.3,260.880564
973.4,260.435312
975.6,260.352602
976.7,259.838585
979.0,259.798467
980.7,259.751589
993.5,259.744230
994.5,259.284886
996.0,259.269059
1008.1,259.192309
1010.1,259.137611
1011.5,259.122342
1023.8,259.087230
1025.8,259.044865
1031.2,258.981599
1032.0,258.778038
1035.2,258.481132
1047.7,258.200907
1049.6,257.984051
1050.9,257.776051
1053.5,257.701865
1054.8,257.223873
1057.0,257.175083
1057.9,256.817400
1060.0,255.601220
1061.5,255.271636
1063.0,255.199569
1065.2,255.151207
1067.1,255.040241
1067.8,254.948691
1068.6,254.754542
1069.9,254.750901
1081.8,254.311181
1083.5,254.077425
1085.4,253.970057
1087.5,253.702834
1099.2,253.080421
1101.1,252.403152
1102.7,252.171686
1104.2,250.830012
1106.7,250.719945
1107.9,250.491986
1111.2,249.760521
1112.0,249.714196
1114.5,249.592019
1117.6,248.998894
1120.1,248.875071
1122.4,248.538256
1124.3,248.160857
1126.1,248.013789
1129.6,247.825189
1130.8,247.395920
1132.6,247.115801
1134.8,246.625019
1146.8,246.448968
1148.6,246.419846
1150.3,246.182375
1161.7,245.838096
1163.5,245.799996
1166.3,244.833907
1169.6,244.000241
1172.8,243.974142
1174.0,243.184899
1177.5,242.922917
1181.3,242.038353
1184.2,242.009842
1187.5,241.401494
1189.9,240.998374
1191.9,240.980347
1195.6,240.763033
1197.0,240.727741
1209.7,240.585512
1211.6,240.344435
1213.4,240.163602
1215.8,238.637548
1217.3,237.709713
1229.9,237.574868
1231.9,237.360514
1233.9,237.288156
1236.4,237.030406
1237.8,237.020722
1240.4,236.611217
1253.3,236.297339
1255.2,235.999894
1257.1,235.758181
1260.3,235.702054
1272.3,235.605024
1274.2,235.592059
1277.2,235.568094
1279.1,235.002998
1281.9,234.980357
1284.5,234.719787
1287.7,234.714227
1291.0,234.652264
1295.5,234.337850
1296.6,234.162754
1299.3,234.081849
1300.2,234.013338
1303.2,233.866367
1305.6,233.696681
1316.5,233.695576
1317.6,233.657704
1319.2,233.584499
1331.6,233.260250
1333.5,233.207214
1339.9,231.665061
1356.8,231.215507
1360.0,231.104387
1367.3,230.932696
1379.3,230.844477
1381.2,230.695205
1383.8,230.458607
1385.6,230.323898
1387.7,229.986585
1400.3,229.934775
1401.8,229.788486
1404.5,229.787595
1407.2,229.731890
1409.6,229.374096
1411.3,229.352952
1413.4,229.345268
1416.0,229.189347
1419.0,228.954306
1420.2,228.938008
1433.5,228.424799
1435.3,228.286954
1436.4,227.017459
1447.6,226.912627
1449.5,225.750383
1452.4,225.716499
1457.0,225.632911
1459.6,225.579162
1461.0,224.837610
1463.2,224.538937
1468.5,224.264747
1480.6,224.098109
1482.2,224.088150
1483.9,223.929728
1486.7,223.888420
1487.7,223.843098
1488.9,223.808994
1490.1,223.772256
1492.0,223.621719
1493.1,222.888306
1494.3,222.554734
1505.5,222.487788
1507.4,222.029535
1509.7,221.963490
1512.1,221.910460
1513.2,221.874172
1525.0,221.770614
1526.4,221.453094
1527.7,221.226834
1539.1,220.616236
1540.5,220.564057
1552.8,220.506506
1554.3,220.467070
1556.8,220.459362
1569.0,220.229150
1570.2,219.716180
1570.7,219.555997
1582.8,219.435424
1584.6,219.366686
1585.7,218.936977
1587.6,218.653928
1613.6,217.901360
1615.6,217.900619
1617.5,217.514405
1619.0,217.244227
1632.4,216.965329
1634.4,216.808432
1635.5,216.786042
1636.7,216.747709
1637.6,216.462119
1649.3,216.446767
1651.2,216.303075
1653.1,215.785861
1654.4,215.749238
1667.0,215.511351
1681.0,215.502327
1682.2,215.334620
1683.0,215.281590
1695.1,215.210772
1696.9,215.190711
1708.7,215.153510
1710.6,215.010194
1712.5,214.301395
1715.0,214.141645
1732.0,213.879328
1733.8,213.876239
1735.8,213.798189
1746.9,213.625354
1748.6,213.610620
1762.2,213.542973
1764.1,213.356743
1765.9,212.895377
1780.4,212.811104
1782.2,212.710268
1783.2,212.626180
1785.6,212.478637
1788.5,212.291542
1801.3,212.171876
1803.0,212.124921
1816.7,212.111389
1818.5,212.092022
1820.5,212.014216
1821.9,211.977414
1834.6,211.948171
1835.8,211.895641
1847.5,211.763908
1861.0,211.744465
1862.5,211.670787
1864.6,211.514441
1866.3,211.494962
1878.7,211.452201
1880.3,211.443458
1894.5,210.951473
1927.9,210.766901
1930.9,209.626911
1943.6,209.322907
1945.4,208.107651
1947.0,207.861777
1958.4,207.635903
1960.2,207.061165
1963.2,207.036476
1976.2,206.687011
1978.0,206.668988
1979.5,206.557712
1981.8,206.535376
1983.0,206.481658
1994.6,206.301485
1996.7,206.126296
1998.4,205.486727
1999.7,205.450625
2001.2,205.302781
2003.0,205.072707
2003.5,205.068838
2015.5,204.793719
2017.5,204.670062
2019.5,204.657459
2030.7,204.372806
2032.6,204.247460
2035.3,204.244525
2036.4,204.186448
2049.6,204.183940
2051.7,204.125550
2052.6,204.112153
2064.4,204.072022
2065.8,204.055139
2066.7,204.008564
2078.3,204.003471
2080.2,203.727320
2093.3,203.721177
2111.8,203.145485
2123.1,203.010206
2124.9,202.523216
2126.6,201.666669
2140.2,201.145349
2141.7,200.987989
2142.5,200.627573
2155.6,200.405045
2157.5,200.352011
2173.1,195.510152
2174.9,194.913549
2176.9,194.716887
2177.8,194.222456
2178.6,193.861948
2190.9,193.505388
2192.1,193.198682
2203.1,193.101006
2205.0,192.966660
2219.8,192.783010
2221.2,192.778214
2232.5,192.494174
2234.2,192.490268
2246.8,192.226925
2247.8,192.217339
2259.7,192.205519
2261.5,191.418393
2262.9,191.189157
2264.6,191.071601
2278.3,190.638133
2279.9,190.134162
2281.3,189.765834
2294.0,189.393606
2295.7,188.787894
2297.3,188.511825
2298.7,188.334109
2310.0,187.886971
2311.3,187.874461
2312.5,187.854672
2324.9,187.695952
2326.5,187.529124
2340.0,186.809307
2341.9,186.424749
2442.1,186.267223
2443.6,186.098263
2444.6,186.081601
2445.0,186.019589
2456.1,185.641766
2457.8,184.819884
2460.1,184.795680
2472.6,184.776790
2474.4,184.453759
2476.2,184.239180
2477.5,184.151446
2504.6,182.651366
2506.1,182.103893
2508.0,181.986536
2509.4,181.950728
2510.5,180.935987
2512.1,180.856568
2524.8,180.821062
2526.4,180.671791
2527.7,180.249127
2539.4,180.098286
2541.2,180.021629
2544.1,180.001194
2557.7,179.915103
2558.9,179.910806
2559.7,179.903902
2570.8,179.336225
2585.0,179.290836
2586.7,179.285781
2587.9,179.091498
2589.4,178.261649
2603.2,178.016111
2615.6,177.593104
2617.5,176.939302
2630.2,176.832838
2631.6,176.756694
2633.0,175.288808
2634.4,175.287268
2646.0,174.718348
2647.2,174.685116
2658.9,174.611875
2659.9,174.600382
2672.5,174.177093
2683.8,173.973673
2685.4,173.961384
2687.1,173.932776
2688.7,173.640791
2690.2,173.560556
2704.5,173.438277
2705.9,173.120102
2706.8,172.923000
2718.8,172.886486
2720.5,172.765927
2746.4,172.736026
2747.9,172.721014
2749.2,172.514504
2760.7,171.837990
2762.5,171.668115
2764.2,171.653481
2765.4,171.633744
2777.5,171.623449
2780.7,171.567821
2781.9,171.518748
2795.1,171.505795
2796.7,171.434992
2810.1,171.368463
2821.9,171.360410
2822.8,171.329935
2823.6,171.114230
2834.5,171.071872
2836.1,170.934138
2849.1,170.495538
2852.6,170.490792
2878.5,170.485587
2879.8,170.363276
2881.6,170.355590
2893.2,170.299575
2894.8,170.298095
2924.2,170.202432
2938.9,170.062219
2952.5,170.012657
2967.5,169.993516
2979.3,169.985633
2980.7,169.928334
2994.3,169.893833
2995.5,169.864980
3007.7,169.771037
3033.0,169.699580
3033.7,169.483079
3045.0,169.404675
3045.7,169.320858
3057.1,169.086684
3069.6,169.028050
3070.6,168.960989
3082.1,168.570650
3082.9,168.556842
3093.8,168.554859
3094.4,168.474308
3105.6,168.253248
3116.6,168.138522
3118.0,168.135543
3131.1,168.106292
3132.0,167.885038
3144.3,167.836834
3172.3,167.676687
3411.0,167.671500
3422.4,167.595971
3423.4,167.554593
3434.2,167.480524
3435.0,167.253167
3497.7,167.206501
3508.6,167.172946
3509.2,167.163087
3531.3,167.142371
3542.7,167.022943
3543.6,166.942400
3567.7,166.857143
3568.9,166.784806
3570.0,166.779666
3595.8,166.752766
3608.2,166.624317
3621.6,166.583258
3622.0,166.494719
3633.3,166.120063
3634.9,166.047675
3635.7,166.010903
3648.3,165.766625
3650.1,165.760998
3662.2,165.665738
3662.7,165.624612
3674.7,165.620985
3675.8,165.619151
3687.2,165.429277
3687.8,165.380688
3698.8,165.302501
3699.6,165.231373
3710.9,165.223082
3711.9,165.089382
3724.2,164.991653
3724.7,164.750515
3735.8,164.668188
3736.4,164.662542
3759.2,164.659207
3770.3,164.581765
3794.9,164.546852
3795.9,164.429761
3818.7,164.427182
3819.4,164.359439
3830.5,164.345198
3831.1,164.341746
3842.3,164.321137
3842.9,164.320072
3913.7,164.221169
3915.0,164.219019
3915.9,164.182351
3927.5,164.156137
3928.6,164.127768
3928.8,164.114928
3965.2,164.045728
3966.7,164.005801
3978.7,163.800121
3990.3,163.770090
3991.5,163.462556
4004.2,163.309339
4041.3,163.198304
4065.7,162.928489
4078.2,162.915306
4078.9,162.872673
4090.0,162.795195
4090.8,162.766826
4102.1,162.701200
4103.0,162.690090
4103.7,162.665240
4744.9,162.656298
4755.8,162.561969
4756.2,162.396084
4767.1,162.352960
4767.4,162.295777
4778.1,162.250198
4778.6,162.198086
4789.8,162.168281
4790.6,162.158225
4801.9,162.104321
4802.3,161.987558
4813.3,161.829880
4825.1,161.738400
4837.2,161.454353
4848.6,161.373909
4849.3,160.612912
4860.8,160.455234
4884.2,160.453444
4884.7,160.442199
4895.7,160.310951
4906.5,160.279924
4907.0,160.131589
4917.6,160.120817
4928.9,160.100866
4929.4,159.935478
4940.1,159.879009
4972.3,159.872774
4983.4,159.868637
5085.5,159.703684
5086.1,159.584647
5097.3,159.531456
5108.7,159.529965
5120.2,159.516325
5131.3,159.425529
5369.4,159.420858
7775.9,159.364825
7786.7,159.319973
7787.3,159.114199
7940.4,159.061175
7950.9,158.967141
7951.1,158.952330
7966.9,158.948837
7967.2,158.946420
7993.8,158.935315
8016.2,158.856064
8027.0,158.821625
8027.5,158.699505
8048.9,158.698450
8049.4,158.694888
8060.1,158.685377
8060.3,158.668729
8070.8,158.660608
8306.5,158.631237
8316.9,158.611172
8337.9,158.598218
8338.1,158.590497
8364.6,158.581763
8422.7,158.566575
8433.3,158.562422
8449.4,158.549979
8449.6,158.402934
8460.3,157.978527
8460.7,157.976254
8471.6,157.934577
8471.8,157.876051
8482.8,157.869019
8493.4,157.868937
8529.5,157.806622
8667.2,157.717453
8667.5,157.680423
8709.3,157.645106
8709.5,157.566079
8720.2,157.517390
8720.5,157.506161
8731.2,157.411247
8731.5,157.299455
8742.2,157.232443
9016.9,157.167219
9017.1,157.117094
9027.8,157.078792
9038.2,157.056240
9038.4,157.026540
9154.2,157.021016
9228.9,157.003199
9345.0,156.842696
9345.2,156.824909
9350.7,156.793771
9361.3,156.564377
9361.5,156.556172
9372.1,156.531046
9372.3,156.528253
9382.9,156.501998
9383.1,156.490698
9393.7,156.484913
9404.4,156.464730
9404.6,156.443729
10029.0,156.321074
10029.2,156.259139
10039.6,156.232765
10050.6,156.191670
10077.0,156.140885
10108.7,156.026213
10119.2,155.999916
10119.4,155.939399
10130.0,155.937895
10130.3,155.937123
10141.0,155.879618
10141.2,155.793332
10152.0,155.790559
10152.2,155.778855
10183.8,155.701664
10215.1,155.665560
10226.0,155.592842
10979.0,155.570285
10979.3,155.452043
10979.7,155.445870
11000.9,155.327571
11011.5,155.314365
11022.0,155.216613
11032.7,155.189317
11043.4,155.092535
11043.7,155.075786
11728.9,155.061738
12851.8,154.991967
12852.0,154.978005
12862.5,154.949316
12862.5,154.910664
12961.1,154.859049
13516.6,154.850987
13527.0,154.754125
13537.6,154.747497
13537.8,154.731386
14602.1,154.728774
14602.2,154.705773
14623.1,154.698743
15454.6,154.652144
15465.4,154.644669
15481.3,154.640517
16467.0,154.635527
16467.2,154.634383
16477.8,154.620366
17157.5,154.556209
17735.5,154.538840
18945.5,154.530936
